DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, -15, 0, 0.0
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0, 0.0055, 0.832449615002
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.0055, 0.0155, -1518.36480901*(x-0.0055)*(x-0.0055)*(x-0.0055)-119.696596642*(x-0.0055)*(x-0.0055)+14.6793633699*(x-0.0055)+0.8324496150016785
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.0155, 0.0255, -49673.9367883*(x-0.0155)*(x-0.0155)*(x-0.0155)+377.042771241*(x-0.0155)*(x-0.0155)+11.8299219944*(x-0.0155)+0.9657552242279053
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.0255, 0.037, -8254.17868142*(x-0.0255)*(x-0.0255)*(x-0.0255)-51.9022169949*(x-0.0255)*(x-0.0255)+4.46859638274*(x-0.0255)+1.0720847845077515
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.037, 0.0495, 91839.4775391*(x-0.037)*(x-0.037)*(x-0.037)-1721.99020386*(x-0.037)*(x-0.037)+0.0*(x-0.037)+1.1040560007095337
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.0495, 0.063, -6691.75671158*(x-0.0495)*(x-0.0495)*(x-0.0495)+201.04146573*(x-0.0495)*(x-0.0495)+0.0*(x-0.0495)+1.014369010925293
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.063, 0.0785, -1850.57728809*(x-0.063)*(x-0.063)*(x-0.063)+55.9164338906*(x-0.063)*(x-0.063)+1.76940159265*(x-0.063)+1.034544587135315
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.0785, 0.0975, -44.2700837454*(x-0.0785)*(x-0.0785)*(x-0.0785)-0.399210932985*(x-0.0785)*(x-0.0785)+2.16900746287*(x-0.0785)+1.0685129165649414
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.0975, 0.1295, -1310.61933872*(x-0.0975)*(x-0.0975)*(x-0.0975)+40.5322023653*(x-0.0975)*(x-0.0975)+2.10589294672*(x-0.0975)+1.109276294708252
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.1295, 0.188, 51.8945497515*(x-0.1295)*(x-0.1295)*(x-0.1295)-8.22013542601*(x-0.1295)*(x-0.1295)+0.673731289552*(x-0.1295)+1.175223469734192
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.188, 0.2665, 4.71164457345*(x-0.188)*(x-0.188)*(x-0.188)-1.2185598222*(x-0.188)*(x-0.188)+0.24476381337*(x-0.188)+1.1968947649002075
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.2665, 0.659, -0.165461558523*(x-0.2665)*(x-0.2665)*(x-0.2665)-0.0242259921256*(x-0.2665)*(x-0.2665)+0.140552916603*(x-0.2665)+1.210878849029541
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.659, 1.1, 1.25230872631
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, -15, 0, 0.0
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0, 0.0065, 0.866725742817
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.0065, 0.018, -3565.13538221*(x-0.0065)*(x-0.0065)*(x-0.0065)-146.700571389*(x-0.0065)*(x-0.0065)+13.1227475695*(x-0.0065)+0.866725742816925
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.018, 0.029, -34862.3850137*(x-0.018)*(x-0.018)*(x-0.018)+238.649257257*(x-0.018)*(x-0.018)+8.33416696469*(x-0.018)+0.9928140640258789
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.029, 0.042, -254.947810101*(x-0.029)*(x-0.029)*(x-0.029)-30.7748586398*(x-0.029)*(x-0.029)+0.929404864357*(x-0.029)+1.0669646263122559
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.042, 0.057, 33903.847729*(x-0.042)*(x-0.042)*(x-0.042)-852.466714636*(x-0.042)*(x-0.042)+0.0*(x-0.042)+1.0732858180999756
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.057, 0.074, 3108.59443948*(x-0.057)*(x-0.057)*(x-0.057)-0.183739912123*(x-0.057)*(x-0.057)-2.68890422202*(x-0.057)+0.9959062933921814
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.074, 0.094, -10124.8132405*(x-0.074)*(x-0.074)*(x-0.074)+394.159917468*(x-0.074)*(x-0.074)+0.0*(x-0.074)+0.9654143452644348
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.094, 0.122, -3532.13559928*(x-0.094)*(x-0.094)*(x-0.094)+91.2254555859*(x-0.094)*(x-0.094)+3.61662081015*(x-0.094)+1.0420798063278198
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.122, 0.1645, 0.732371493799*(x-0.122)*(x-0.122)*(x-0.122)-4.96037566461*(x-0.122)*(x-0.122)+0.41766339346*(x-0.122)+1.1373285055160522
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.1645, 0.226, 350.85628425*(x-0.1645)*(x-0.1645)*(x-0.1645)-32.3664922221*(x-0.1645)*(x-0.1645)+0.0*(x-0.1645)+1.146175742149353
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.226, 0.3165, -122.666268377*(x-0.226)*(x-0.226)*(x-0.226)+17.5087247361*(x-0.226)*(x-0.226)+0.0*(x-0.226)+1.1053696870803833
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.3165, 0.6905, 0.0561871103448*(x-0.3165)*(x-0.3165)*(x-0.3165)-0.238843112615*(x-0.3165)*(x-0.3165)+0.155076963496*(x-0.3165)+1.1578481197357178
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.6905, 1.1, 1.18537783623
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, -15, 0, 0.0
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0, 0.008, 0.845817863941
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.008, 0.023, -14149.7548933*(x-0.008)*(x-0.008)*(x-0.008)-74.9043509969*(x-0.008)*(x-0.008)+14.4418656826*(x-0.008)+0.8458178639411926
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.023, 0.038, -1762.31142144*(x-0.023)*(x-0.023)*(x-0.023)-48.4696796753*(x-0.023)*(x-0.023)+2.64365059973*(x-0.023)+0.9978369474411011
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.038, 0.055, 8133.94123732*(x-0.038)*(x-0.038)*(x-0.038)-207.415501552*(x-0.038)*(x-0.038)+0.0*(x-0.038)+1.0206382274627686
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.055, 0.075, -947.798947286*(x-0.055)*(x-0.055)*(x-0.055)+58.8741036215*(x-0.055)*(x-0.055)+0.0*(x-0.055)+1.0006572008132935
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.075, 0.0995, -5281.61032946*(x-0.075)*(x-0.075)*(x-0.075)+193.106693848*(x-0.075)*(x-0.075)+1.21760540812*(x-0.075)+1.0166244506835938
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.0995, 0.1305, 730.139454503*(x-0.0995)*(x-0.0995)*(x-0.0995)-37.1567561985*(x-0.0995)*(x-0.0995)+1.16897360591*(x-0.0995)+1.0846960544586182
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.1305, 0.1705, -1352.02930809*(x-0.1305)*(x-0.1305)*(x-0.1305)+68.9936738736*(x-0.1305)*(x-0.1305)+0.970246768939*(x-0.1305)+1.106978178024292
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.1705, 0.225, 30.2562050455*(x-0.1705)*(x-0.1705)*(x-0.1705)-2.47344476247*(x-0.1705)*(x-0.1705)+0.0*(x-0.1705)+1.1696480512619019
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.225, 0.2995, -192.477392656*(x-0.225)*(x-0.225)*(x-0.225)+21.5093486293*(x-0.225)*(x-0.225)+0.0*(x-0.225)+1.1671991348266602
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.2995, 0.4065, 148.338638301*(x-0.2995)*(x-0.2995)*(x-0.2995)-23.8083514473*(x-0.2995)*(x-0.2995)+0.0*(x-0.2995)+1.2069932222366333
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.4065, 0.7405, 4.19003825251*(x-0.4065)*(x-0.4065)*(x-0.4065)+0.0*(x-0.4065)*(x-0.4065)+0.0*(x-0.4065)+1.1161326169967651
3, iterativefit, central, 2, 1.6, 2.5, 20, 30, 0.7405, 1.1, 1.27225220203
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, -15, 0, 0.0
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0, 0.0025, 0.774275243282
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.0025, 0.006, -501935.929035*(x-0.0025)*(x-0.0025)*(x-0.0025)+5994.52975597*(x-0.0025)*(x-0.0025)+0.0*(x-0.0025)+0.7742752432823181
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.006, 0.008, -7833993.01023*(x-0.006)*(x-0.006)*(x-0.006)+26868.885558*(x-0.006)*(x-0.006)+23.5155628997*(x-0.006)+0.8261877298355103
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.008, 0.01, -6233901.525*(x-0.008)*(x-0.008)*(x-0.008)+9455.9073228*(x-0.008)*(x-0.008)+36.9831890088*(x-0.008)+0.9180224537849426
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.01, 0.012, 172197.818756*(x-0.01)*(x-0.01)*(x-0.01)-516.593456268*(x-0.01)*(x-0.01)+0.0*(x-0.01)+0.9799412488937378
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.012, 0.0145, -7555035.6754*(x-0.012)*(x-0.012)*(x-0.012)+32247.2693643*(x-0.012)*(x-0.012)+0.0*(x-0.012)+0.9792524576187134
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.0145, 0.018, -120780.49522*(x-0.0145)*(x-0.0145)*(x-0.0145)-1346.23203706*(x-0.0145)*(x-0.0145)+19.5794279076*(x-0.0145)+1.0627504587173462
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.018, 0.0235, 101712.248243*(x-0.018)*(x-0.018)*(x-0.018)-974.449936697*(x-0.018)*(x-0.018)+5.71712044886*(x-0.018)+1.1096086502075195
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.0235, 0.033, -63553.8793492*(x-0.0235)*(x-0.0235)*(x-0.0235)+773.732148397*(x-0.0235)*(x-0.0235)+4.22855767323*(x-0.0235)+1.1284980773925781
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.033, 0.0575, 1373.11478713*(x-0.033)*(x-0.033)*(x-0.033)-67.8594975188*(x-0.033)*(x-0.033)+1.72225565898*(x-0.033)+1.1840091943740845
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.0575, 0.1175, -47.3355026897*(x-0.0575)*(x-0.0575)*(x-0.0575)+2.5392272422*(x-0.0575)*(x-0.0575)+0.869776733491*(x-0.0575)+1.2056649923324585
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.1175, 0.5845, -0.671390734567*(x-0.1175)*(x-0.1175)*(x-0.1175)-0.0735719026335*(x-0.1175)*(x-0.1175)+0.663260573505*(x-0.1175)+1.2567683458328247
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.5845, 1.1, 1.48208630085
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, -15, 0, 0.0
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0, 0.003, 0.768721103668
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.003, 0.008, -10891.196141*(x-0.003)*(x-0.003)*(x-0.003)+514.551274743*(x-0.003)*(x-0.003)+19.963443837*(x-0.003)+0.7687211036682129
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.008, 0.0125, -484840.347824*(x-0.008)*(x-0.008)*(x-0.008)+2702.38350447*(x-0.008)*(x-0.008)+24.2921168738*(x-0.008)+0.88004070520401
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.0125, 0.018, 22962.4825493*(x-0.0125)*(x-0.0125)*(x-0.0125)-930.220373323*(x-0.0125)*(x-0.0125)+19.1595172838*(x-0.0125)+0.9998974204063416
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.018, 0.0245, -79697.7701124*(x-0.018)*(x-0.018)*(x-0.018)+160.701350675*(x-0.018)*(x-0.018)+11.0109384686*(x-0.018)+1.080955982208252
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.0245, 0.0315, 8489.72201102*(x-0.0245)*(x-0.0245)*(x-0.0245)-231.470613742*(x-0.0245)*(x-0.0245)+2.9983636656*(x-0.0245)+1.1374297142028809
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.0315, 0.0395, -5821.76877508*(x-0.0315)*(x-0.0315)*(x-0.0315)+7.00096224931*(x-0.0315)*(x-0.0315)+1.00576420883*(x-0.0315)+1.1499881744384766
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.0395, 0.049, 142050.060556*(x-0.0395)*(x-0.0395)*(x-0.0395)-2024.21336293*(x-0.0395)*(x-0.0395)+0.0*(x-0.0395)+1.1555016040802002
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.049, 0.063, -52675.8220383*(x-0.049)*(x-0.049)*(x-0.049)+1106.19226281*(x-0.049)*(x-0.049)+0.0*(x-0.049)+1.0946065187454224
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.063, 0.1025, 459.189776098*(x-0.063)*(x-0.063)*(x-0.063)-27.2069942338*(x-0.063)*(x-0.063)+0.0*(x-0.063)+1.1668777465820312
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.1025, 0.1745, -823.119243885*(x-0.1025)*(x-0.1025)*(x-0.1025)+88.8968783396*(x-0.1025)*(x-0.1025)+0.0*(x-0.1025)+1.1527278423309326
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.1745, 0.613, -1.6220162801*(x-0.1745)*(x-0.1745)*(x-0.1745)+0.0*(x-0.1745)*(x-0.1745)+0.0*(x-0.1745)+1.3063416481018066
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.613, 1.1, 1.16958010197
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, -15, 0, 0.0
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0, 0.005, 0.778585076332
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.005, 0.014, -3401.99072334*(x-0.005)*(x-0.005)*(x-0.005)-196.550101925*(x-0.005)*(x-0.005)+19.2581746313*(x-0.005)+0.7785850763320923
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.014, 0.023, -47919.5169168*(x-0.014)*(x-0.014)*(x-0.014)+234.725550326*(x-0.014)*(x-0.014)+14.8935890509*(x-0.014)+0.933508038520813
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.023, 0.034, -16219.3590027*(x-0.023)*(x-0.023)*(x-0.023)-35.7352675964*(x-0.023)*(x-0.023)+7.47420634599*(x-0.023)+1.0516297817230225
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.034, 0.047, 4241.46444538*(x-0.034)*(x-0.034)*(x-0.034)-84.163668739*(x-0.034)*(x-0.034)+0.800403140899*(x-0.034)+1.1079341173171997
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.047, 0.062, -39391.6398273*(x-0.047)*(x-0.047)*(x-0.047)+860.892888532*(x-0.047)*(x-0.047)+0.762570227492*(x-0.047)+1.1134341955184937
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.062, 0.0795, 1362.7477707*(x-0.062)*(x-0.062)*(x-0.062)-35.772128981*(x-0.062)*(x-0.062)+0.0*(x-0.062)+1.1856268644332886
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.0795, 0.1125, -129.288264124*(x-0.0795)*(x-0.0795)*(x-0.0795)+9.65928263386*(x-0.0795)*(x-0.0795)+0.0*(x-0.0795)+1.1819751262664795
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.1125, 0.173, -7.07386428718*(x-0.1125)*(x-0.1125)*(x-0.1125)+1.64024684823*(x-0.1125)*(x-0.1125)+0.21512789494*(x-0.1125)+1.1878478527069092
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.173, 0.2515, -78.3369780269*(x-0.173)*(x-0.173)*(x-0.173)+7.08455223078*(x-0.173)*(x-0.173)+0.335921428305*(x-0.173)+1.2053003311157227
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.2515, 0.3345, 33.1942660982*(x-0.2515)*(x-0.2515)*(x-0.2515)-4.92757452124*(x-0.2515)*(x-0.2515)+0.0*(x-0.2515)+1.2374324798583984
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.3345, 0.693, 0.249515297861*(x-0.3345)*(x-0.3345)*(x-0.3345)+0.0174065139276*(x-0.3345)*(x-0.3345)-0.131951473075*(x-0.3345)+1.2224664688110352
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.693, 1.1, 1.18889546394
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, -15, 0, 0.0
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0, 0.002, 0.76068687439
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.002, 0.0055, -450187.798418*(x-0.002)*(x-0.002)*(x-0.002)+5831.04510371*(x-0.002)*(x-0.002)+11.406147218*(x-0.002)+0.7606868743896484
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.0055, 0.0085, -3693272.09969*(x-0.0055)*(x-0.0055)*(x-0.0055)+17173.4709519*(x-0.0055)*(x-0.0055)+35.6790613521*(x-0.0055)+0.8527368903160095
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.0085, 0.0115, -977754.82721*(x-0.0085)*(x-0.0085)*(x-0.0085)+111.555421995*(x-0.0085)*(x-0.0085)+39.0015403717*(x-0.0085)+1.0146169662475586
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.0115, 0.0145, 880522.598928*(x-0.0115)*(x-0.0115)*(x-0.0115)-4239.3702531*(x-0.0115)*(x-0.0115)+13.2714925689*(x-0.0115)+1.1062262058258057
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.0145, 0.018, -2153316.20124*(x-0.0145)*(x-0.0145)*(x-0.0145)+9646.4270249*(x-0.0145)*(x-0.0145)+11.6093812214*(x-0.0145)+1.1316604614257812
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.018, 0.022, 659372.657537*(x-0.018)*(x-0.018)*(x-0.018)-3956.23594522*(x-0.018)*(x-0.018)+0.0*(x-0.018)+1.1981385946273804
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.022, 0.026, -375533.008395*(x-0.022)*(x-0.022)*(x-0.022)+3783.05277752*(x-0.022)*(x-0.022)+0.0*(x-0.022)+1.1770386695861816
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.026, 0.0305, -1269953.19828*(x-0.026)*(x-0.026)*(x-0.026)+7212.31321983*(x-0.026)*(x-0.026)+12.2388378172*(x-0.026)+1.2135334014892578
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.0305, 0.037, 393691.690173*(x-0.0305)*(x-0.0305)*(x-0.0305)-3838.49397919*(x-0.0305)*(x-0.0305)+0.0*(x-0.0305)+1.2989330291748047
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.037, 0.0735, -2834.10187824*(x-0.037)*(x-0.037)*(x-0.037)+156.858891363*(x-0.037)*(x-0.037)+0.0*(x-0.037)+1.2448742389678955
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.0735, 0.558, 0.134857002422*(x-0.0735)*(x-0.0735)*(x-0.0735)-0.225460770964*(x-0.0735)*(x-0.0735)+0.123502387676*(x-0.0735)+1.316035270690918
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.558, 1.1, 1.33828496933
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, -15, 0, 0.0
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0, 0.002, 0.74819278717
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.002, 0.0045, -1013573.2342*(x-0.002)*(x-0.002)*(x-0.002)+8294.9306193*(x-0.002)*(x-0.002)+4.89963591099*(x-0.002)+0.7481927871704102
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.0045, 0.006, -7283414.70352*(x-0.0045)*(x-0.0045)*(x-0.0045)+20909.3413983*(x-0.0045)*(x-0.0045)+27.3697908662*(x-0.0045)+0.7964481115341187
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.006, 0.008, -174651.292366*(x-0.006)*(x-0.006)*(x-0.006)-374.533477846*(x-0.006)*(x-0.006)+40.9347658122*(x-0.006)+0.8599672913551331
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.008, 0.01, -1143639.56817*(x-0.008)*(x-0.008)*(x-0.008)+1324.78505411*(x-0.008)*(x-0.008)+37.3408163924*(x-0.008)+0.938941478729248
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.01, 0.012, -845536.93952*(x-0.01)*(x-0.01)*(x-0.01)-550.856651106*(x-0.01)*(x-0.01)+28.9162817909*(x-0.01)+1.0097731351852417
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.012, 0.0145, 787325.712415*(x-0.012)*(x-0.012)*(x-0.012)-3674.33918997*(x-0.012)*(x-0.012)+16.5664119122*(x-0.012)+1.0586379766464233
